,codigo_iccs,subtipo_objeto_robado,nombre_objeto,cantidad,calibre,clase_arma,calidad_de,fabricacion,fecha_evento,hora_evento,tipo_lugar,lugar,codigo_zona,codigo_distrito,codigo_circuito,codigo_subcircuito,nombre_zona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,nombre_canton,nombre_parroquia,tipo_delito
60,05.02.004,ARMA DE FUEGO,CARABINAS,1,OTRO,SE DESCONOCE,ABANDONADO,ARTESANAL,4/1/2024,13:40,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,21D04,21D04C01,21D04C01S01,ZONA 1,SHUSHUFINDI,LA PRIMAVERA,LA PRIMAVERA 1,21,2104,210450,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
61,05.15.001,ARMAS DE FOGUEO,PISTOLA,1,9 mm,SEMI AUTOMÁTICO,DECOMISO,IMPORTADA,5/1/2024,1:40,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D01,08D01C20,08D01C20S01,ZONA 1,ESMERALDAS,CAMARONES,CAMARONES 1,8,801,80166,ESMERALDAS,ESMERALDAS,TACHINA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
62,05.15.001,ARMAS DE FOGUEO,PISTOLA,1,9 mm,SEMI AUTOMÁTICO,DECOMISO,IMPORTADA,5/1/2024,1:40,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D01,08D01C20,08D01C20S01,ZONA 1,ESMERALDAS,CAMARONES,CAMARONES 1,8,801,80166,ESMERALDAS,ESMERALDAS,TACHINA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
63,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,APREHENDIDO,ARTESANAL,4/1/2024,22:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D24,09D24C03,09D24C03S02,ZONA 8,DURAN,PANORAMA,PANORAMA 2,9,907,90750,GUAYAS,DURAN,ELOY ALFARO (DURAN),DELITOS CONTRA LA SEGURIDAD PÚBLICA
64,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,ABANDONADO,ARTESANAL,4/1/2024,18:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,09D19,09D19C09,09D19C09S01,ZONA 5,DAULE,PORVENIR,PORVENIR 1,9,918,91850,GUAYAS,SANTA LUCIA,SANTA LUCIA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
65,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,ABANDONADO,ARTESANAL,4/1/2024,18:20,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,09D13,09D13C09,09D13C09S02,ZONA 5,BALZAR,PALESTINA,PALESTINA 2,9,913,91350,GUAYAS,PALESTINA,PALESTINA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
66,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.22,TIRO A TIRO,APREHENDIDO,IMPORTADA,5/1/2024,10:30,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,24D02,24D02C04,24D02C04S01,ZONA 5,LIBERTAD SALINAS,ENRIQUEZ GALLO,ENRIQUEZ GALLO 1,24,2402,240250,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
67,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,DECOMISO,ARTESANAL,5/1/2024,15:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D03,12D03C06,12D03C06S01,ZONA 5,QUEVEDO,DIVINO NIÑO,DIVINO NIÑO 1,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
68,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,18:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,13D01,13D01C04,13D01C04S02,ZONA 4,PORTOVIEJO,EL FLORON,EL FLORON 2,13,1301,130150,MANABI,PORTOVIEJO,PORTOVIEJO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
69,05.02.017,ARMA DE FUEGO,SUBAMETRALLADORA,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,18:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,13D01,13D01C04,13D01C04S02,ZONA 4,PORTOVIEJO,EL FLORON,EL FLORON 2,13,1301,130150,MANABI,PORTOVIEJO,PORTOVIEJO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
70,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,18:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,13D01,13D01C04,13D01C04S02,ZONA 4,PORTOVIEJO,EL FLORON,EL FLORON 2,13,1301,130150,MANABI,PORTOVIEJO,PORTOVIEJO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
71,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,17:25,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D01,09D01C02,09D01C02S03,ZONA 8,SUR,UNION DE BANANEROS,UNION DE BANANEROS 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
72,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,17:20,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D05,09D05C04,09D05C04S07,ZONA 8,MODELO,ALBORADA,ALBORADA 7,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
73,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,RETENIDO,IMPORTADA,5/1/2024,14:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D06,09D06C04,09D06C04S06,ZONA 8,FLORIDA,JUAN MONTALVO,JUAN MONTALVO 6,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITO
74,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,RETENIDO,IMPORTADA,5/1/2024,22:15,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 7,07D02,07D02C17,07D02C17S02,ZONA 7,MACHALA,PUERTO BOLIVAR,PUERTO BOLIVAR 2,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
75,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,20:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D09,17D09C02,17D09C02S01,ZONA 9,TUMBACO,TUMBACO SUR,TUMBACO SUR 1,17,1701,170184,PICHINCHA,QUITO,TUMBACO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
76,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,5/1/2024,20:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D09,17D09C02,17D09C02S01,ZONA 9,TUMBACO,TUMBACO SUR,TUMBACO SUR 1,17,1701,170184,PICHINCHA,QUITO,TUMBACO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
77,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.22,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,2:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D01,08D01C20,08D01C20S01,ZONA 1,ESMERALDAS,CAMARONES,CAMARONES 1,8,801,80166,ESMERALDAS,ESMERALDAS,TACHINA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
78,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,20:00,CENTROS DE DIVERSIÓN,NIGHT CLUB,ZONA 9,17D09,17D09C05,17D09C05S02,ZONA 9,TUMBACO,PIFO,PIFO 2,17,1701,170175,PICHINCHA,QUITO,PIFO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
79,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,5/1/2024,22:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 3,18D01,18D01C08,18D01C08S02,ZONA 3,AMBATO NORTE,SAN BARTOLOME DE PINLLO,SAN BARTOLOME DE PINLLO 2,18,1801,180163,TUNGURAHUA,AMBATO,SAN BARTOLOME DE PINLLOG,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
80,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,RETENIDO,IMPORTADA,5/1/2024,15:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D03,12D03C05,12D03C05S02,ZONA 5,QUEVEDO,GALO PLAZA,GALO PLAZA 2,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
81,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,AUTOMÁTICO,APREHENDIDO,ARTESANAL,6/1/2024,4:45,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D04,09D04C06,09D04C06S01,ZONA 8,PORTETE,SUBURBIO,SUBURBIO 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
82,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,APREHENDIDO,IMPORTADA,6/1/2024,10:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 6,01D06,01D06C02,01D06C02S02,ZONA 6,PAUTE,PAUTE,PAUTE 2,1,105,10553,AZUAY,PAUTE,CHICAN (GUILLERMO ORTEGA),DELITOS CONTRA LA SEGURIDAD PÚBLICA
83,05.02.011,ARMA DE FUEGO,OTROS ARMAS CORTAS,1,OTRO,SE DESCONOCE,APREHENDIDO,ARTESANAL,6/1/2024,3:50,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D06,17D06C03,17D06C03S02,ZONA 9,ELOY ALFARO,SANTA ANITA,SANTA ANITA 2,17,1701,170150,PICHINCHA,QUITO,QUITO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
84,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.22,TIRO A TIRO,DECOMISO,IMPORTADA,6/1/2024,12:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D05,17D05C08,17D05C08S02,ZONA 9,EUGENIO ESPEJO,KENNEDY,KENNEDY 2,17,1701,170150,PICHINCHA,QUITO,QUITO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
85,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,6/1/2024,14:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D04,08D04C08,08D04C08S01,ZONA 1,QUININDE,LA UNION,LA UNION 1,8,804,80455,ESMERALDAS,QUININDE,LA UNION,DELITOS CONTRA LA SEGURIDAD PÚBLICA
86,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,5/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,09D17,09D17C13,09D17C13S01,ZONA 5,MILAGRO,CHOBO,CHOBO 1,9,910,91051,GUAYAS,MILAGRO,CHOBO,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
87,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,ARTESANAL,6/1/2024,11:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D04,08D04C08,08D04C08S01,ZONA 1,QUININDE,LA UNION,LA UNION 1,8,804,80455,ESMERALDAS,QUININDE,LA UNION,DELITOS CONTRA LA SEGURIDAD PÚBLICA
88,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.22,TIRO A TIRO,APREHENDIDO,ARTESANAL,6/1/2024,9:24,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 6,01D02,01D02C12,01D02C12S01,ZONA 6,CUENCA SUR,BAÑOS,BAÑOS 1,1,101,10151,AZUAY,CUENCA,BAÑOS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
89,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,INCAUTADA,IMPORTADA,6/1/2024,15:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,09D20,09D20C05,09D20C05S01,ZONA 5,SALITRE,JUNQUILLAL,JUNQUILLAL 1,9,919,91953,GUAYAS,SALITRE,JUNQUILLAL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
90,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,ABANDONADO,ARTESANAL,6/1/2024,18:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,21D02,21D02C07,21D02C07S01,ZONA 1,LAGO AGRIO,PACAYACU,PACAYACU 1,21,2101,210152,SUCUMBIOS,LAGO AGRIO,DURENO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
91,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,AUTOMÁTICO,APREHENDIDO,ARTESANAL,6/1/2024,11:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,12D01,12D01C12,12D01C12S03,ZONA 5,BABAHOYO,MATA DE CACAO,MATA DE CACAO 3,12,1201,120153,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),DELITOS CONTRA EL DERECHO A LA PROPIEDAD
92,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,16:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D02,13D02C05,13D02C05S01,ZONA 4,MANTA,UNIVERSIDAD,UNIVERSIDAD 1,13,1308,130850,MANABI,MANTA,MANTA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
93,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,16:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D02,13D02C05,13D02C05S01,ZONA 4,MANTA,UNIVERSIDAD,UNIVERSIDAD 1,13,1308,130850,MANABI,MANTA,MANTA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
94,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,16:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D02,13D02C05,13D02C05S01,ZONA 4,MANTA,UNIVERSIDAD,UNIVERSIDAD 1,13,1308,130850,MANABI,MANTA,MANTA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
95,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,16:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D02,13D02C05,13D02C05S01,ZONA 4,MANTA,UNIVERSIDAD,UNIVERSIDAD 1,13,1308,130850,MANABI,MANTA,MANTA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
96,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,15:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D04,09D04C04,09D04C04S02,ZONA 8,PORTETE,PORTETE,PORTETE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,TERRORISMO Y SU FINANCIACIÓN
97,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,15:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D04,09D04C04,09D04C04S02,ZONA 8,PORTETE,PORTETE,PORTETE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,TERRORISMO Y SU FINANCIACIÓN
98,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,15:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D04,09D04C04,09D04C04S02,ZONA 8,PORTETE,PORTETE,PORTETE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,TERRORISMO Y SU FINANCIACIÓN
99,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,6/1/2024,15:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D04,09D04C04,09D04C04S02,ZONA 8,PORTETE,PORTETE,PORTETE 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,TERRORISMO Y SU FINANCIACIÓN
100,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,ABANDONADO,IMPORTADA,6/1/2024,18:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D06,09D06C02,09D06C02S06,ZONA 8,FLORIDA,MARTHA DE ROLDOS,MARTHA DE ROLDOS 6,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
101,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,RECUPERADO,IMPORTADA,6/1/2024,16:15,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D04,12D04C05,12D04C05S01,ZONA 5,VENTANAS,VENTANAS CENTRO,VENTANAS CENTRO 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
102,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,6/1/2024,16:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,09D12,09D12C04,09D12C04S02,ZONA 5,NARANJAL BALAO,NARANJAL SUR,NARANJAL SUR 2,9,911,91150,GUAYAS,NARANJAL,NARANJAL,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
103,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,6/1/2024,23:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D03,08D03C06,08D03C06S01,ZONA 1,ATACAMES,TONSUPA,TONSUPA 1,8,806,80654,ESMERALDAS,ATACAMES,TONSUPA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
104,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,7/1/2024,2:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D08,09D08C02,09D08C02S03,ZONA 8,NUEVA PROSPERINA,FORTIN,FORTIN 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
105,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,7/1/2024,2:00,CENTROS DE DIVERSIÓN,NIGHT CLUB,ZONA 4,23D01,23D01C07,23D01C07S01,ZONA 4,SANTO DOMINGO ESTE,CRISTO VIVE,CRISTO VIVE 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
106,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,ARTESANAL,6/1/2024,21:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,09D17,09D17C02,09D17C02S01,ZONA 5,MILAGRO,UNIVERSITARIO,UNIVERSITARIO 1,9,910,91050,GUAYAS,MILAGRO,MILAGRO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
107,05.02.021,ARMA DE FUEGO,SE DESCONOCE,1,OTRO,SE DESCONOCE,APREHENDIDO,IMPORTADA,5/1/2024,16:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 9,17D04,17D04C07,17D04C07S01,ZONA 9,MANUELA SAENZ,LA LIBERTAD,LA LIBERTAD 1,17,1701,170150,PICHINCHA,QUITO,QUITO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
108,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,SE DESCONOCE,APREHENDIDO,ARTESANAL,7/1/2024,10:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 7,07D03,07D03C08,07D03C08S01,ZONA 7,ZARUMA,ZARUMA,ZARUMA 1,7,713,71350,EL ORO,ZARUMA,ZARUMA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
109,05.02.004,ARMA DE FUEGO,CARABINAS,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,7/1/2024,10:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 6,14D01,14D01C06,14D01C06S01,ZONA 6,MORONA,SEVILLA DON BOSCO,SEVILLA DON BOSCO 1,14,1401,140157,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
110,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,RETENIDO,IMPORTADA,7/1/2024,8:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D04,12D04C05,12D04C05S01,ZONA 5,VENTANAS,VENTANAS CENTRO,VENTANAS CENTRO 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
111,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,RETENIDO,IMPORTADA,7/1/2024,8:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D04,12D04C05,12D04C05S01,ZONA 5,VENTANAS,VENTANAS CENTRO,VENTANAS CENTRO 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
112,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,7/1/2024,8:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D04,12D04C05,12D04C05S01,ZONA 5,VENTANAS,VENTANAS CENTRO,VENTANAS CENTRO 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
113,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,APREHENDIDO,ARTESANAL,6/1/2024,23:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,09D21,09D21C01,09D21C01S01,ZONA 5,YAGUACHI,YAGUACHI SUR,YAGUACHI SUR 1,9,920,92050,GUAYAS,SAN JACINTO DE YAGUACHI,SAN JACINTO DE YAGUACHI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
114,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.22,TIRO A TIRO,RETENIDO,ARTESANAL,6/1/2024,22:00,ÁREAS DE ACCESO PUBLICO,TERRENO BALDÍO,ZONA 5,12D06,12D06C04,12D06C04S01,ZONA 5,BUENA FE,BUENA FE ESTE,BUENA FE ESTE 1,12,1210,121050,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,DELITOS CONTRA LA LIBERTAD PERSONAL
115,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,7/1/2024,9:31,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 6,01D02,01D02C05,01D02C05S01,ZONA 6,CUENCA SUR,MONAY,MONAY 1,1,101,10150,AZUAY,CUENCA,CUENCA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
116,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,RETENIDO,IMPORTADA,7/1/2024,10:40,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,23D02,23D02C03,23D02C03S01,ZONA 4,SANTO DOMINGO OESTE,BOMBOLI,BOMBOLI 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
117,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,7/1/2024,10:40,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D02,13D02C10,13D02C10S04,ZONA 4,MANTA,CUBA,CUBA 4,13,1308,130850,MANABI,MANTA,MANTA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
118,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,INCAUTADA,IMPORTADA,7/1/2024,11:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D03,12D03C09,12D03C09S01,ZONA 5,QUEVEDO,SAN CARLOS,SAN CARLOS 1,12,1205,120553,LOS RIOS,QUEVEDO,SAN CARLOS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
119,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,7/1/2024,12:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 7,07D02,07D02C20,07D02C20S01,ZONA 7,MACHALA,PARQUE LINEAL,PARQUE LINEAL 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
120,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,INCAUTADA,IMPORTADA,7/1/2024,15:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,23D03,23D03C01,23D03C01S01,ZONA 4,LA CONCORDIA,CONCORDIA NORTE,CONCORDIA NORTE 1,23,808,80850,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
