codigo_iccs;subtipo_objeto_robado;nombre_objeto;cantidad;calibre;clase_arma;calidad_de;fabricacion;fecha_evento;hora_evento;tipo_lugar;lugar;codigo_zona;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;tipo_delito
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;18/1/2024;14:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D01;17D01C01;17D01C01S01;ZONA 9;NANEGAL;PACTO;PACTO 1;17;1701;170172;PICHINCHA;QUITO;PACTO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;18/1/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D02;23D02C08;23D02C08S01;ZONA 4;SANTO DOMINGO OESTE;VALLE HERMOSO;VALLE HERMOSO 1;23;2301;230155;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VALLE HERMOSO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;18/1/2024;14:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D02;23D02C08;23D02C08S01;ZONA 4;SANTO DOMINGO OESTE;VALLE HERMOSO;VALLE HERMOSO 1;23;2301;230155;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VALLE HERMOSO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.020;ARMA DE FUEGO;OTROS;1;OTRO;TIRO A TIRO;RECUPERADO;ARTESANAL;18/1/2024;14:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;21D03;21D03C04;21D03C04S01;ZONA 1;PUTUMAYO;PUERTO DEL CARMEN;PUERTO DEL CARMEN 1;21;2103;210350;SUCUMBIOS;PUTUMAYO;PUERTO EL CARMEN DEL PUTUMAYO;DELITOS CONTRA PERSONAS Y BIENES PROTEGIDOS POR EL DERECHO INTERNACIONAL HUMANITARIO
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.32;TIRO A TIRO;APREHENDIDO;IMPORTADA;18/1/2024;14:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D01;13D01C06;13D01C06S03;ZONA 4;PORTOVIEJO;PORTOVIEJO;PORTOVIEJO 3;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;23D03;23D03C01;23D03C01S01;ZONA 4;LA CONCORDIA;CONCORDIA NORTE;CONCORDIA NORTE 1;23;808;80850;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RECUPERADO;IMPORTADA;18/1/2024;17:00;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;18/1/2024;12:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 3;05D02;05D02C03;05D02C03S02;ZONA 3;LA MANA;LA MANA SUR;LA MANA SUR 2;5;502;50250;COTOPAXI;LA MANA;LA MANA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;18/1/2024;12:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 3;05D02;05D02C03;05D02C03S02;ZONA 3;LA MANA;LA MANA SUR;LA MANA SUR 2;5;502;50250;COTOPAXI;LA MANA;LA MANA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;18/1/2024;12:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 3;05D02;05D02C03;05D02C03S02;ZONA 3;LA MANA;LA MANA SUR;LA MANA SUR 2;5;502;50250;COTOPAXI;LA MANA;LA MANA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;AUTOMÁTICO;INCAUTADA;IMPORTADA;18/1/2024;12:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 3;05D02;05D02C03;05D02C03S02;ZONA 3;LA MANA;LA MANA SUR;LA MANA SUR 2;5;502;50250;COTOPAXI;LA MANA;LA MANA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;APREHENDIDO;IMPORTADA;18/1/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 7;07D01;07D01C07;07D01C07S02;ZONA 7;PASAJE;BUENA VISTA;BUENA VISTA 2;7;709;70951;EL ORO;PASAJE;BUENAVISTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;TIRO A TIRO;APREHENDIDO;IMPORTADA;18/1/2024;16:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 7;07D02;07D02C04;07D02C04S02;ZONA 7;MACHALA;RAYITO DE LUZ;RAYITO DE LUZ 2;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;19:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;19:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;19:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;21D04;21D04C05;21D04C05S01;ZONA 1;SHUSHUFINDI;LIMONCOCHA;LIMONCOCHA 1;21;2104;210451;SUCUMBIOS;SHUSHUFINDI;LIMONCOCHA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;TIRO A TIRO;INCAUTADA;IMPORTADA;18/1/2024;17:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D02;13D02C19;13D02C19S02;ZONA 4;MANTA;MONTECRISTI;MONTECRISTI 2;13;1309;130950;MANABI;MONTECRISTI;MONTECRISTI;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;RETENIDO;ARTESANAL;18/1/2024;18:40;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 8;09D06;09D06C01;09D06C01S05;ZONA 8;FLORIDA;BELLAVISTA;BELLAVISTA 5;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;.38;TIRO A TIRO;ABANDONADO;ARTESANAL;18/1/2024;15:40;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C19;08D01C19S01;ZONA 1;ESMERALDAS;TABIAZO;TABIAZO 1;8;801;80165;ESMERALDAS;ESMERALDAS;TABIAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C19;08D01C19S01;ZONA 1;ESMERALDAS;TABIAZO;TABIAZO 1;8;801;80165;ESMERALDAS;ESMERALDAS;TABIAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C19;08D01C19S01;ZONA 1;ESMERALDAS;TABIAZO;TABIAZO 1;8;801;80165;ESMERALDAS;ESMERALDAS;TABIAZO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SE DESCONOCE;RETENIDO;ARTESANAL;18/1/2024;22:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 9;17D02;17D02C09;17D02C09S01;ZONA 9;CALDERON;LLANO CHICO;LLANO CHICO 1;17;1701;170165;PICHINCHA;QUITO;LLANO CHICO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;19/1/2024;0:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D03;09D03C05;09D03C05S02;ZONA 8;9 DE OCTUBRE;VENEZUELA;VENEZUELA 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.020;ARMA DE FUEGO;OTROS;1;OTRO;SE DESCONOCE;APREHENDIDO;ARTESANAL;18/1/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D08;09D08C01;09D08C01S01;ZONA 8;NUEVA PROSPERINA;NUEVA PROSPERINA;NUEVA PROSPERINA 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA LIBERTAD PERSONAL
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;19:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D08;09D08C01;09D08C01S01;ZONA 8;NUEVA PROSPERINA;NUEVA PROSPERINA;NUEVA PROSPERINA 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA LIBERTAD PERSONAL
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SE DESCONOCE;RETENIDO;ARTESANAL;19/1/2024;1:31;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C04;13D01C04S04;ZONA 4;PORTOVIEJO;EL FLORON;EL FLORON 4;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SE DESCONOCE;RETENIDO;ARTESANAL;19/1/2024;1:31;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C04;13D01C04S04;ZONA 4;PORTOVIEJO;EL FLORON;EL FLORON 4;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.014;ARMA DE FUEGO;REPETIDORA;1;OTRO;TIRO A TIRO;RECUPERADO;ARTESANAL;19/1/2024;3:40;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D03;17D03C19;17D03C19S02;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 2;17;1701;170150;PICHINCHA;QUITO;QUITO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;18/1/2024;17:45;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C09;13D02C09S02;ZONA 4;MANTA;MIRAFLORES;MIRAFLORES 2;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;18/1/2024;17:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C08;08D01C08S01;ZONA 1;ESMERALDAS;VALLE HERMOSO;VALLE HERMOSO 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;18/1/2024;17:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C08;08D01C08S01;ZONA 1;ESMERALDAS;VALLE HERMOSO;VALLE HERMOSO 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;DECOMISO;ARTESANAL;17/1/2024;20:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D04;12D04C05;12D04C05S01;ZONA 5;VENTANAS;VENTANAS CENTRO;VENTANAS CENTRO 1;12;1207;120750;LOS RIOS;VENTANAS;VENTANAS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.22;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/1/2024;20:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;21D02;21D02C08;21D02C08S01;ZONA 1;LAGO AGRIO;GENERAL FARFAN;GENERAL FARFAN 1;21;2101;210153;SUCUMBIOS;LAGO AGRIO;GENERAL FARFAN;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;9 mm;AUTOMÁTICO;ENCONTRADA;ARTESANAL;18/1/2024;21:30;VIVIENDA/ALOJAMIENTO;MEDIAGUA;ZONA 5;09D12;09D12C03;09D12C03S01;ZONA 5;NARANJAL BALAO;NARANJAL CENTRO;NARANJAL CENTRO 1;9;911;91150;GUAYAS;NARANJAL;NARANJAL;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;18/1/2024;0:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D04;08D04C03;08D04C03S02;ZONA 1;QUININDE;QUININDE;QUININDE 2;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/1/2024;12:30;VIVIENDA/ALOJAMIENTO;RANCHO;ZONA 1;08D01;08D01C21;08D01C21S02;ZONA 1;ESMERALDAS;SAN MATEO;SAN MATEO 2;8;801;80159;ESMERALDAS;ESMERALDAS;MAJUA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/1/2024;12:30;VIVIENDA/ALOJAMIENTO;RANCHO;ZONA 1;08D01;08D01C21;08D01C21S02;ZONA 1;ESMERALDAS;SAN MATEO;SAN MATEO 2;8;801;80159;ESMERALDAS;ESMERALDAS;MAJUA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;17/1/2024;12:30;VIVIENDA/ALOJAMIENTO;RANCHO;ZONA 1;08D01;08D01C21;08D01C21S02;ZONA 1;ESMERALDAS;SAN MATEO;SAN MATEO 2;8;801;80159;ESMERALDAS;ESMERALDAS;MAJUA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;18/1/2024;22:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D04;08D04C03;08D04C03S02;ZONA 1;QUININDE;QUININDE;QUININDE 2;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);TERRORISMO Y SU FINANCIACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;TIRO A TIRO;ABANDONADO;IMPORTADA;19/1/2024;11:00;LUGARES QUE PRESTAN SERVICIOS;GASOLINERA;ZONA 7;11D07;11D07C01;11D07C01S02;ZONA 7;MACARA;MACARA;MACARA 2;11;1108;110850;LOJA;MACARA;MACARA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;19/1/2024;14:00;LUGARES QUE PRESTAN SERVICIOS;LOCAL DE NECESIDADES BÁSICAS;ZONA 4;13D02;13D02C09;13D02C09S02;ZONA 4;MANTA;MIRAFLORES;MIRAFLORES 2;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SE DESCONOCE;RECUPERADO;IMPORTADA;19/1/2024;12:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;05D01;05D01C14;05D01C14S02;ZONA 3;LATACUNGA;TERMINAL TERRESTRE;TERMINAL TERRESTRE 2;5;501;50150;COTOPAXI;LATACUNGA;LATACUNGA;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;19/1/2024;15:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C01;13D03C01S01;ZONA 4;JIPIJAPA;SANCAN;SANCAN 1;13;1306;130650;MANABI;JIPIJAPA;JIPIJAPA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.38;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;19/1/2024;18:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;08D01;08D01C04;08D01C04S02;ZONA 1;ESMERALDAS;LA TOLITA;LA TOLITA 2;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;RETENIDO;ARTESANAL;19/1/2024;21:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D11;13D11C01;13D11C01S01;ZONA 4;SUCRE;BAHIA;BAHIA 1;13;1314;131450;MANABI;SUCRE;BAHIA DE CARAQUEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;RETENIDO;ARTESANAL;19/1/2024;21:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D11;13D11C01;13D11C01S01;ZONA 4;SUCRE;BAHIA;BAHIA 1;13;1314;131450;MANABI;SUCRE;BAHIA DE CARAQUEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;19/1/2024;12:00;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;ARTESANAL;19/1/2024;16:19;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D11;13D11C01;13D11C01S01;ZONA 4;SUCRE;BAHIA;BAHIA 1;13;1314;131450;MANABI;SUCRE;BAHIA DE CARAQUEZ;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;19/1/2024;12:00;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;SEMI AUTOMÁTICO;ENCONTRADA;ARTESANAL;19/1/2024;22:10;ÁREAS DE ACCESO PUBLICO;TERRENO BALDÍO;ZONA 5;12D03;12D03C11;12D03C11S02;ZONA 5;QUEVEDO;MOCACHE;MOCACHE 2;12;1212;121250;LOS RIOS;MOCACHE;MOCACHE;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;19/1/2024;20:15;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCN MIXTO-COTOPAXI;ZONA 3;05D01;05D01C18;05D01C18S02;ZONA 3;LATACUNGA;GUAYTACAMA;GUAYTACAMA 2;5;501;50153;COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA);DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;DECOMISO;ARTESANAL;19/1/2024;15:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D02;23D02C03;23D02C03S01;ZONA 4;SANTO DOMINGO OESTE;BOMBOLI;BOMBOLI 1;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;TIRO A TIRO;DECOMISO;IMPORTADA;19/1/2024;15:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D02;23D02C03;23D02C03S01;ZONA 4;SANTO DOMINGO OESTE;BOMBOLI;BOMBOLI 1;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.15.001;ARMAS DE FOGUEO;PISTOLA;1;OTRO;SE DESCONOCE;ABANDONADO;IMPORTADA;19/1/2024;19:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 2;15D01;15D01C04;15D01C04S02;ZONA 2;TENA;AEROPUERTO;AEROPUERTO 2;15;1501;150150;NAPO;TENA;TENA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;ENCONTRADA;IMPORTADA;19/1/2024;11:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 7;11D01;11D01C14;11D01C14S01;ZONA 7;LOJA;EL VALLE;EL VALLE 1;11;1101;110150;LOJA;LOJA;LOJA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;19/1/2024;19:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 7;07D01;07D01C04;07D01C04S01;ZONA 7;PASAJE;BAJO ALTO;BAJO ALTO 1;7;706;70650;EL ORO;EL GUABO;EL GUABO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;19/1/2024;22:15;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 7;11D01;11D01C12;11D01C12S02;ZONA 7;LOJA;CHONTACRUZ;CHONTACRUZ 2;11;1101;110150;LOJA;LOJA;LOJA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;19/1/2024;15:20;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D01;23D01C05;23D01C05S02;ZONA 4;SANTO DOMINGO ESTE;3 DE JULIO;3 DE JULIO 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;APREHENDIDO;IMPORTADA;19/1/2024;21:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 8;09D02;09D02C04;09D02C04S02;ZONA 8;ESTEROS;TRINITARIA NORTE;TRINITARIA NORTE 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
