codigo_iccs;subtipo_objeto_robado;nombre_objeto;cantidad;calibre;clase_arma;calidad_de;fabricacion;fecha_evento;hora_evento;tipo_lugar;lugar;codigo_zona;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;tipo_delito
05.02.009;ARMA DE FUEGO;LANZA GRANADA;1;.40;SE DESCONOCE;APREHENDIDO;ARTESANAL;14/1/2024;2:30;VIVIENDA/ALOJAMIENTO;CONJUNTO HABITACIONAL;ZONA 7;07D02;07D02C15;07D02C15S01;ZONA 7;MACHALA;LA FERROVIARIA;LA FERROVIARIA 1;7;701;70150;EL ORO;MACHALA;MACHALA;TERRORISMO Y SU FINANCIACIÓN
05.02.008;ARMA DE FUEGO;FUSILES;1;OTRO;AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;2:30;VIVIENDA/ALOJAMIENTO;CONJUNTO HABITACIONAL;ZONA 7;07D02;07D02C15;07D02C15S01;ZONA 7;MACHALA;LA FERROVIARIA;LA FERROVIARIA 1;7;701;70150;EL ORO;MACHALA;MACHALA;TERRORISMO Y SU FINANCIACIÓN
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;.22;TIRO A TIRO;APREHENDIDO;IMPORTADA;12/1/2024;22:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D03;13D03C03;13D03C03S01;ZONA 4;JIPIJAPA;PARQUE CENTRAL;PARQUE CENTRAL 1;13;1306;130650;MANABI;JIPIJAPA;JIPIJAPA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.012;ARMA DE FUEGO;OTROS ARMAS LARGAS;1;OTRO;SE DESCONOCE;DECOMISO;ARTESANAL;14/1/2024;4:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;21D02;21D02C04;21D02C04S02;ZONA 1;LAGO AGRIO;LAS PALMERAS;LAS PALMERAS 2;21;2101;210150;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.011;ARMA DE FUEGO;OTROS ARMAS CORTAS;1;9 mm;SE DESCONOCE;DECOMISO;IMPORTADA;14/1/2024;4:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;21D02;21D02C04;21D02C04S02;ZONA 1;LAGO AGRIO;LAS PALMERAS;LAS PALMERAS 2;21;2101;210150;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.011;ARMA DE FUEGO;OTROS ARMAS CORTAS;1;9 mm;SE DESCONOCE;DECOMISO;IMPORTADA;14/1/2024;4:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;21D02;21D02C04;21D02C04S02;ZONA 1;LAGO AGRIO;LAS PALMERAS;LAS PALMERAS 2;21;2101;210150;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;5:40;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;5:40;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.38;SE DESCONOCE;INCAUTADA;IMPORTADA;14/1/2024;10:15;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D05;12D05C07;12D05C07S01;ZONA 5;VINCES;AUGUSTO VALENCIA;AUGUSTO VALENCIA 1;12;1208;120850;LOS RIOS;VINCES;VINCES;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.016;ARMA DE FUEGO;RIFLES;1;OTRO;SEMI AUTOMÁTICO;RECUPERADO;IMPORTADA;14/1/2024;10:00;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-AZOGUES;ZONA 6;03D01;03D01C02;03D01C02S01;ZONA 6;AZOGUES;AZOGUES NORTE;AZOGUES NORTE 1;3;301;30150;CAÑAR;AZOGUES;AZOGUES;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.32;TIRO A TIRO;INCAUTADA;IMPORTADA;12/1/2024;13:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D06;12D06C04;12D06C04S01;ZONA 5;BUENA FE;BUENA FE ESTE;BUENA FE ESTE 1;12;1210;121050;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;14/1/2024;12:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D09;09D09C01;09D09C01S02;ZONA 8;CEIBOS;LOS CEIBOS;LOS CEIBOS 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.021;ARMA DE FUEGO;SE DESCONOCE;1;OTRO;SE DESCONOCE;APREHENDIDO;ARTESANAL;14/1/2024;16:20;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D07;13D07C05;13D07C05S01;ZONA 4;CHONE;SANTA RITA;SANTA RITA 1;13;1303;130350;MANABI;CHONE;CHONE;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.021;ARMA DE FUEGO;SE DESCONOCE;1;9 mm;SE DESCONOCE;ENCONTRADA;IMPORTADA;14/1/2024;12:40;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS RSCS MIXTO-TURI;ZONA 6;01D02;01D02C14;01D02C14S01;ZONA 6;CUENCA SUR;TURI;TURI 1;1;101;10169;AZUAY;CUENCA;TURI;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.004;ARMA DE FUEGO;CARABINAS;1;.22;SE DESCONOCE;APREHENDIDO;IMPORTADA;14/1/2024;15:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;08D03;08D03C03;08D03C03S02;ZONA 1;ATACAMES;CHAMANGA;CHAMANGA 2;8;803;80358;ESMERALDAS;MUISNE;SAN JOSE DE CHAMANGA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;14/1/2024;15:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;08D03;08D03C03;08D03C03S02;ZONA 1;ATACAMES;CHAMANGA;CHAMANGA 2;8;803;80358;ESMERALDAS;MUISNE;SAN JOSE DE CHAMANGA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;ARTESANAL;14/1/2024;15:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 1;08D03;08D03C03;08D03C03S02;ZONA 1;ATACAMES;CHAMANGA;CHAMANGA 2;8;803;80358;ESMERALDAS;MUISNE;SAN JOSE DE CHAMANGA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;DECOMISO;ARTESANAL;14/1/2024;16:30;VIVIENDA/ALOJAMIENTO;MEDIAGUA;ZONA 7;07D06;07D06C06;07D06C06S01;ZONA 7;SANTA ROSA;LAS PALMERAS;LAS PALMERAS 1;7;712;71250;EL ORO;SANTA ROSA;SANTA ROSA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SE DESCONOCE;RETENIDO;ARTESANAL;14/1/2024;15:00;LUGARES QUE PRESTAN SERVICIOS;GASOLINERA;ZONA 5;12D03;12D03C06;12D03C06S01;ZONA 5;QUEVEDO;DIVINO NIÑO;DIVINO NIÑO 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;TERRORISMO Y SU FINANCIACIÓN
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;0;0;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;TERRORISMO Y SU FINANCIACIÓN
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;0;0;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;TERRORISMO Y SU FINANCIACIÓN
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;0;0;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;TERRORISMO Y SU FINANCIACIÓN
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SE DESCONOCE;DECOMISO;IMPORTADA;14/1/2024;18:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D09;09D09C03;09D09C03S01;ZONA 8;CEIBOS;CHONGON;CHONGON 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;RETENIDO;IMPORTADA;14/1/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D06;09D06C02;09D06C02S08;ZONA 8;FLORIDA;MARTHA DE ROLDOS;MARTHA DE ROLDOS 8;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;DECOMISO;IMPORTADA;14/1/2024;23:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;0;0;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;0;0;0;MAR TERRITORIAL;MAR TERRITORIAL;MAR TERRITORIAL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;ENTREGADO;ARTESANAL;14/1/2024;22:20;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C03;13D01C03S01;ZONA 4;PORTOVIEJO;LOS CEREZOS;LOS CEREZOS 1;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;SE DESCONOCE;RETENIDO;ARTESANAL;14/1/2024;23:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 1;08D01;08D01C13;08D01C13S02;ZONA 1;ESMERALDAS;CENTRO;CENTRO 2;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.020;ARMA DE FUEGO;OTROS;1;OTRO;SE DESCONOCE;RETENIDO;ARTESANAL;14/1/2024;17:15;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D01;09D01C03;09D01C03S02;ZONA 8;SUR;FLORESTA;FLORESTA 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SE DESCONOCE;APREHENDIDO;IMPORTADA;15/1/2024;0:10;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;24D02;24D02C02;24D02C02S01;ZONA 5;LIBERTAD SALINAS;VIRGEN DEL CARMEN;VIRGEN DEL CARMEN 1;24;2402;240250;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;IMPORTADA;14/1/2024;10:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;DECOMISO;IMPORTADA;14/1/2024;10:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;15/1/2024;1:45;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;23D02;23D02C06;23D02C06S02;ZONA 4;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;PLAN DE VIVIENDA 2;23;2301;230150;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;7:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;14/1/2024;7:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;7:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;14/1/2024;7:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;14/1/2024;7:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;7:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-MACHALA;ZONA 7;07D02;07D02C06;07D02C06S01;ZONA 7;MACHALA;GRAL SERRANO;GRAL SERRANO 1;7;701;70150;EL ORO;MACHALA;MACHALA;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SE DESCONOCE;APREHENDIDO;IMPORTADA;15/1/2024;0:10;CENTROS DE DIVERSIÓN;BAR;ZONA 8;09D23;09D23C01;09D23C01S05;ZONA 8;SAMBORONDON;SAMBORONDON;SAMBORONDON 5;9;916;91650;GUAYAS;SAMBORONDON;SAMBORONDON;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;TIRO A TIRO;APREHENDIDO;IMPORTADA;15/1/2024;0:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D03;09D03C02;09D03C02S02;ZONA 8;9 DE OCTUBRE;VICTORIA;VICTORIA 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA LIBERTAD PERSONAL
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;14/1/2024;17:00;VIVIENDA/ALOJAMIENTO;COVACHA/CHOZA;ZONA 8;09D24;09D24C03;09D24C03S01;ZONA 8;DURAN;PANORAMA;PANORAMA 1;9;907;90750;GUAYAS;DURAN;ELOY ALFARO (DURAN);DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;DECOMISO;ARTESANAL;14/1/2024;17:00;VIVIENDA/ALOJAMIENTO;COVACHA/CHOZA;ZONA 8;09D24;09D24C03;09D24C03S01;ZONA 8;DURAN;PANORAMA;PANORAMA 1;9;907;90750;GUAYAS;DURAN;ELOY ALFARO (DURAN);DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;DECOMISO;ARTESANAL;14/1/2024;17:00;VIVIENDA/ALOJAMIENTO;COVACHA/CHOZA;ZONA 8;09D24;09D24C03;09D24C03S01;ZONA 8;DURAN;PANORAMA;PANORAMA 1;9;907;90750;GUAYAS;DURAN;ELOY ALFARO (DURAN);DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.004;ARMA DE FUEGO;CARABINAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;14/1/2024;0:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D04;08D04C09;08D04C09S01;ZONA 1;QUININDE;VICHE;VICHE 1;8;804;80454;ESMERALDAS;QUININDE;VICHE;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.15.001;ARMAS DE FOGUEO;PISTOLA;1;9 mm;AUTOMÁTICO;INCAUTADA;IMPORTADA;15/1/2024;1:50;UNIDADES DE REACCIÓN Y EMERGENCIA;POLICÍA NACIONAL;ZONA 4;23D03;23D03C01;23D03C01S03;ZONA 4;LA CONCORDIA;CONCORDIA NORTE;CONCORDIA NORTE 3;23;808;80850;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;LA CONCORDIA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;TIRO A TIRO;ABANDONADO;ARTESANAL;14/1/2024;18:40;ÁREAS DE ACCESO PUBLICO;PARQUE Y PLAZA;ZONA 8;09D01;09D01C05;09D01C05S01;ZONA 8;SUR;CENTENARIO;CENTENARIO 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;.32;SEMI AUTOMÁTICO;RETENIDO;ARTESANAL;15/1/2024;7:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;24D01;24D01C01;24D01C01S01;ZONA 5;SANTA ELENA;CHANDUY;CHANDUY 1;24;2401;240153;SANTA ELENA;SANTA ELENA;CHANDUY;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.15.002;ARMAS DE FOGUEO;REVOLVER;1;.38;TIRO A TIRO;RETENIDO;ARTESANAL;15/1/2024;9:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D03;09D03C02;09D03C02S03;ZONA 8;9 DE OCTUBRE;VICTORIA;VICTORIA 3;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.15.001;ARMAS DE FOGUEO;PISTOLA;1;9 mm;SE DESCONOCE;APREHENDIDO;IMPORTADA;15/1/2024;10:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D03;13D03C02;13D03C02S01;ZONA 4;JIPIJAPA;SAN VICENTE;SAN VICENTE 1;13;1306;130650;MANABI;JIPIJAPA;JIPIJAPA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.008;ARMA DE FUEGO;FUSILES;1;223(5.56 mm);AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;20:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 6;01D02;01D02C14;01D02C14S01;ZONA 6;CUENCA SUR;TURI;TURI 1;1;101;10169;AZUAY;CUENCA;TURI;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;14/1/2024;22:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;16D01;16D01C01;16D01C01S02;ZONA 3;PASTAZA;PUYO SUR;PUYO SUR 2;16;1601;160150;PASTAZA;PASTAZA;PUYO;DELITO
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;APREHENDIDO;IMPORTADA;14/1/2024;22:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;16D01;16D01C01;16D01C01S02;ZONA 3;PASTAZA;PUYO SUR;PUYO SUR 2;16;1601;160150;PASTAZA;PASTAZA;PUYO;DELITO
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;SE DESCONOCE;APREHENDIDO;ARTESANAL;15/1/2024;8:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;24D01;24D01C01;24D01C01S01;ZONA 5;SANTA ELENA;CHANDUY;CHANDUY 1;24;2401;240153;SANTA ELENA;SANTA ELENA;CHANDUY;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;APREHENDIDO;IMPORTADA;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.016;ARMA DE FUEGO;RIFLES;1;OTRO;TIRO A TIRO;APREHENDIDO;IMPORTADA;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;15/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;AUTOMÁTICO;INCAUTADA;IMPORTADA;15/1/2024;10:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
